wavelength,kabs,ksca,gsca,kext,Av
0.099999962,62826.016,19374.591,0.47931805,82200.607,6.8365710870353
0.10019827,62513.274,19372.33,0.47952374,81885.604,6.81037249214987
0.10039697,62201.342,19370.726,0.47972642,81572.068,6.78429590670149
0.10059606,61891.374,19369.423,0.47992242,81260.797,6.75840769983177
0.10079555,61582.968,19368.719,0.48011287,80951.687,6.73269922192827
0.10099543,61275.52,19368.428,0.48029789,80643.948,6.70710476920418
0.10119571,60969.845,19368.452,0.48047413,80338.297,6.68168397408373
0.10139639,60665.407,19369.094,0.48064496,80034.501,6.65641745810829
0.10159746,60362.812,19369.958,0.48081458,79732.77,6.63132268684142
0.10179894,60060.89,19371.22,0.48097497,79432.11,6.60631698994884
0.10200081,59761.023,19372.929,0.48113372,79133.952,6.58151938277098
0.10220308,59462.515,19375.047,0.48128341,78837.562,6.55686881900462
0.10240576,59165.694,19377.741,0.48143135,78543.435,6.53240646747824
0.10260883,58816.605,19370.233,0.48175176,78186.838,6.50274852663209
0.10281231,58446.907,19360.24,0.48217101,77807.147,6.4711698728077
0.1030162,58078.708,19351.407,0.48259305,77430.115,6.43981236628604
0.10322048,57711.605,19343.15,0.48301,77054.755,6.40859391891825
0.10342518,57346.384,19335.839,0.48341797,76682.223,6.37761067447341
0.10363027,56982.049,19329.193,0.48381889,76311.242,6.34675642569104
0.10383578,56619.408,19323.252,0.48421323,75942.66,6.3161017001803
0.10404169,56257.518,19318.115,0.48459849,75575.633,6.28557630300943
0.10424801,55897.358,19314.11,0.48497821,75211.468,6.25528893651942
0.10445474,55539.053,19310.177,0.48534594,74849.23,6.22516183736764
0.10466188,55181.806,19307.471,0.48570798,74489.277,6.19522478018154
0.10486943,54826.146,19305.635,0.48607444,74131.781,6.16549207008937
0.10507739,54486.782,19299.971,0.4864942,73786.753,6.13679631545805
0.10528577,54175.742,19286.617,0.48701649,73462.359,6.10981667720298
0.10549456,53867.238,19274.162,0.48753416,73141.4,6.08312272566654
0.10570376,53561.246,19261.899,0.48804075,72823.145,6.05665366405359
0.10591337,53257.358,19250.341,0.48854436,72507.699,6.03041822514594
0.10612341,52956.229,19239.731,0.48904175,72195.96,6.00449109502023
0.10633385,52656.762,19229.4,0.48953068,71886.162,5.97872539660365
0.10654472,52358.751,19219.979,0.49001441,71578.73,5.95315647687013
0.10675601,52062.214,19209.223,0.49047522,71271.437,5.92759911767632
0.10696771,51767.469,19196.552,0.49090262,70964.021,5.90203152865241
0.10717983,51474.183,19183.783,0.49132442,70657.966,5.8765771331144
0.10739238,51182.95,19171.938,0.49173895,70354.888,5.85137033273254
0.10760534,50892.483,19159.994,0.4921455,70052.477,5.82621900630741
0.10781873,50604.646,19149.006,0.49254741,69753.652,5.80136592517282
0.10803254,50349.773,19137.279,0.49296673,69487.052,5.77919297635501
0.10824677,50095.125,19126.337,0.49338053,69221.462,5.75710402858111
0.10846143,49840.161,19115.919,0.49378041,68956.08,5.7350323800321
0.10867652,49586.673,19105.706,0.49417129,68692.379,5.71310053916112
0.10889203,49332.993,19090.68,0.49451155,68423.673,5.69075243569136
0.10910797,49079.614,19074.628,0.49482426,68154.242,5.66834403444256
0.10932434,48827.022,19058.665,0.49513057,67885.687,5.64600848954471
0.10954113,48575.249,19043.077,0.49542507,67618.326,5.62377224885125
0.10975836,48324.74,19027.32,0.49571337,67352.06,5.60162707859648
0.10997602,48075.264,19011.729,0.49598743,67086.993,5.57958162839284
0.11019411,47826.572,18996.592,0.49625528,66823.164,5.557639141845
0.11041263,47578.979,18981.45,0.49651372,66560.429,5.53578764256651
0.11063158,47333.242,18966.623,0.49676436,66299.865,5.51411670394774
0.11085097,47088.472,18951.317,0.49700353,66039.789,5.49248635197198
0.11107079,46869.405,18934.333,0.49721899,65803.738,5.47285414363967
0.11129105,46699.609,18916.97,0.49743441,65616.579,5.45728825118734
0.11151175,46529.011,18899.652,0.49764907,65428.663,5.44165939953675
0.11173288,46356.187,18882.581,0.49785426,65238.768,5.42586595574171
0.11195446,46183.046,18865.481,0.4980559,65048.527,5.41004373535144
0.11217647,46008.714,18848.179,0.49825303,64856.893,5.39410566005604
0.11239892,45832.992,18831.076,0.49844405,64664.068,5.37806853006432
0.11262182,45656.321,18814.253,0.49863277,64470.574,5.36197575977718
0.11284515,45478.058,18797.353,0.49881746,64275.411,5.34574417984421
0.11306893,45299.17,18778.693,0.49898213,64077.863,5.32931424101052
0.11329315,45119.361,18757.504,0.49912401,63876.865,5.31259736791794
0.11351782,44939.123,18736.499,0.49926225,63675.622,5.29586011833452
0.11374293,44756.708,18715.696,0.49939598,63472.404,5.27895860928404
0.11396849,44573.701,18694.938,0.49953108,63268.639,5.26201160659889
0.1141945,44389.127,18674.609,0.49966056,63063.736,5.24496995719299
0.11442095,44202.898,18653.677,0.49978638,62856.575,5.22774051139386
0.11464785,44016.337,18633.285,0.49990981,62649.622,5.21052836481963
0.11487521,43838.632,18613.006,0.50002559,62451.638,5.19406216414917
0.11510301,43682.505,18592.301,0.50012497,62274.806,5.17935516157846
0.11533127,43526.655,18571.339,0.50022125,62097.994,5.16464982239476
0.11555997,43369.672,18550.696,0.50031265,61920.368,5.14987678335984
0.11578914,43213.285,18529.894,0.50040203,61743.179,5.13514008933104
0.11601875,43056.871,18508.961,0.50049169,61565.832,5.12039025454487
0.11624883,42899.892,18488.461,0.50057907,61388.353,5.10562944140445
0.11647935,42742.431,18467.844,0.50066709,61210.275,5.09081880982314
0.11671034,42585.198,18447.449,0.50075024,61032.647,5.07604560444951
0.11694178,42426.833,18427.101,0.50083432,60853.934,5.0611821603307
0.11717368,42269.348,18406.456,0.50091559,60675.804,5.04636720394317
0.11740605,42111.375,18386.859,0.50099778,60498.234,5.03159882239186
0.11763887,41953.936,18369.296,0.50109194,60323.232,5.01704401973239
0.11787215,41796.573,18351.724,0.50118422,60148.297,5.0024947894194
0.1181059,41645.827,18333.874,0.50127297,59979.701,4.98847276961863
0.11834011,41502.891,18316.022,0.50136103,59818.913,4.97510013610581
0.11857479,41359.603,18298.815,0.50144623,59658.418,4.96175187121266
0.11880993,41216.238,18281.048,0.50153321,59497.286,4.9483506274433
0.11904553,41073.765,18263.361,0.50161734,59337.126,4.93503022428254
0.11928161,40929.686,18246.228,0.50170325,59175.914,4.92162232696515
0.11951815,40786.271,18228.903,0.50178533,59015.174,4.90825368558115
0.11975516,40642.533,18217.023,0.50189808,58859.556,4.89531103760992
0.11999264,40498.572,18209.513,0.50203568,58708.085,4.88271329293482
0.1202306,40354.712,18201.963,0.50217103,58556.675,4.87012062159009
0.12046902,40210.059,18194.877,0.50230531,58404.936,4.85750058752908
0.12070792,40066.028,18187.602,0.50243652,58253.63,4.8449165657968
0.12094729,39921.108,18180.773,0.50257025,58101.881,4.83229570004229
0.12118713,39776.319,18173.918,0.50269869,57950.237,4.81968356706957
0.12142745,39631.511,18167.075,0.50282329,57798.586,4.80707085191139
0.12166825,39493.849,18160.513,0.50294342,57654.362,4.79507583551867
0.12190953,39363.866,18154.518,0.50306015,57518.384,4.78376663358939
0.12215128,39232.844,18159.327,0.50323372,57392.171,4.7732695803668
0.12239351,39101.045,18165.85,0.50340824,57266.895,4.76285045682554
0.12263623,38968.992,18172.929,0.50358068,57141.921,4.7524564504281
0.12287942,38837.012,18180.263,0.50375016,57017.275,4.7420897235776
0.1231231,38704.58,18188.273,0.50391568,56892.853,4.73174162666159
0.12336726,38572.211,18196.661,0.50407832,56768.872,4.7214302074291
0.1236119,38439.578,18205.284,0.5042386,56644.862,4.71111637628546
0.12385703,38306.612,18214.654,0.50439253,56521.266,4.70083697725288
0.12410265,38173.304,18224.345,0.50454253,56397.649,4.69055583166394
0.12434875,38039.214,18234.338,0.50469088,56273.552,4.68023476478681
0.12459534,37902.176,18244.913,0.50483545,56147.089,4.66971691922662
0.12484242,37764.93,18256.067,0.50497572,56020.997,4.65922992949543
0.12508999,37631.989,18267.387,0.505106,55899.376,4.6491147899299
0.12533805,37505.286,18279.444,0.50523059,55784.73,4.63957975658344
0.1255866,37378.133,18291.936,0.50534965,55670.069,4.63004347569672
0.12583565,37251.157,18304.83,0.50546372,55555.987,4.62055534986389
0.12608519,37123.249,18318.503,0.5055718,55441.752,4.61105449912045
0.12633522,36995.69,18332.384,0.50567287,55328.074,4.60159997370518
0.12658575,36866.965,18347.241,0.50577072,55214.206,4.59212964611333
0.12683678,36735.923,18358.542,0.50584424,55094.465,4.58217086492656
0.12708831,36603.098,18367.925,0.5059069,54971.023,4.57190427397395
0.12734033,36469.601,18377.622,0.50596123,54847.223,4.56160790839388
0.12759285,36335.657,18387.234,0.50600888,54722.891,4.55126729671941
0.12784588,36201.589,18397.216,0.50604692,54598.805,4.54094714470513
0.1280994,36073.329,18407.962,0.50606365,54481.291,4.53117358166171
0.12835343,35944.039,18418.946,0.50607891,54362.985,4.52133414849277
0.12860796,35815.253,18429.644,0.50608175,54244.897,4.51151284624222
0.128863,35684.85,18440.974,0.50607796,54125.824,4.50160962218152
0.12911854,35554.24,18452.212,0.50606708,54006.452,4.49168153048505
0.12937459,35429.213,18411.373,0.50597304,53840.586,4.47788656301088
0.12963115,35304.315,18368.097,0.50587251,53672.412,4.46389964067597
0.12988821,35178.751,18323.789,0.50577191,53502.54,4.44977149678408
0.13014579,35053.873,18277.645,0.50566572,53331.518,4.43554770813922
0.13040388,34928.655,18230.288,0.5055561,53158.943,4.42119475749319
0.13066248,34807.67,18181.697,0.50544065,52989.367,4.40709123172901
0.13092159,34689.511,18131.784,0.50531801,52821.295,4.39311279266785
0.13118121,34571.738,18080.266,0.50518859,52652.004,4.37903297016854
0.13144135,34453.714,18027.427,0.50506341,52481.141,4.3648224054504
0.13170201,34340.633,17960.602,0.50492374,52301.235,4.34985974029655
0.13196318,34237.61,17868.568,0.50476544,52106.178,4.33363697631473
0.13222487,34134.435,17776.798,0.5046079,51911.233,4.31742352730014
0.13248708,34030.573,17685.473,0.50444538,51716.046,4.30118995130277
0.13274981,33927.014,17594.348,0.5042823,51521.362,4.28499820948864
0.13301306,33823.64,17503.466,0.50411689,51327.106,4.26884206415649
0.13327683,33719.481,17413.246,0.50395261,51132.727,4.25267568899424
0.13354113,33618.44,17324.065,0.50377034,50942.505,4.23685504882162
0.13380595,33517.693,17235.49,0.50358277,50753.183,4.22110926106436
0.13407129,33416.632,17147.516,0.50339958,50564.148,4.20538734291067
0.13433716,33325.326,17039.554,0.50319366,50364.88,4.18881435279429
0.13460356,33237.577,16926.255,0.50298037,50163.832,4.17209332123419
0.13487049,33148.132,16817.028,0.50277063,49965.16,4.15556990005065
0.13513794,33057.964,16711.258,0.50255977,49769.222,4.13927386387112
0.13540593,32967.103,16609.17,0.50235421,49576.273,4.12322642087995
0.13567445,32875.119,16510.484,0.50215075,49385.603,4.10736852083834
0.1359435,32782.389,16415.268,0.50195451,49197.657,4.09173717410724
0.13621308,32689.432,16323.058,0.50176142,49012.49,4.07633695500092
0.1364832,32596.129,16235.808,0.50155391,48831.937,4.06132047927736
0.13675385,32503.918,16153.746,0.50135261,48657.664,4.04682630707433
0.13702505,32429.223,16110.162,0.5013175,48539.385,4.03698911947785
0.13729677,32351.57,16069.816,0.50127466,48421.386,4.02717521929949
0.13756904,32272.979,16031.609,0.50122285,48304.588,4.01746120551096
0.13784185,32192.147,15996.395,0.50116787,48188.542,4.00780973507393
0.1381152,32110.32,15963.182,0.50110406,48073.502,3.99824193300341
0.13838909,32026.789,15932.243,0.50103138,47959.032,3.98872153746262
0.13866352,31942.015,15903.495,0.50095789,47845.51,3.97927998646602
0.1389385,31855.766,15876.774,0.50087818,47732.54,3.96988434495084
0.13921402,31767.016,15853.819,0.50076512,47620.835,3.96059391266392
0.13949009,31680.72,15851.597,0.50071679,47532.317,3.95323192810482
0.13976671,31597.221,15875.679,0.50076724,47472.9,3.94829025481184
0.14004387,31513.485,15897.963,0.50079941,47411.448,3.94317933189079
0.14032159,31428.64,15919.016,0.50081724,47347.656,3.9378737926898
0.14059985,31343.537,15938.821,0.50081709,47282.358,3.93244300044709
0.14087867,31257.72,15957.197,0.50080342,47214.917,3.92683397628647
0.14115804,31161.581,15977.796,0.5007333,47139.377,3.92055136355693
0.14143797,31064.721,15997.43,0.50064565,47062.151,3.9141285273026
0.14171845,30967.39,16015.973,0.50054584,46983.363,3.90757578052294
0.14199948,30869.692,16033.535,0.50043652,46903.227,3.90091092145893
0.14228108,30775.569,16072.092,0.50043732,46847.661,3.89628953333436
0.14256323,30678.366,16115.99,0.50045714,46794.356,3.89185619111106
0.14284594,30561.496,16159.526,0.50046767,46721.022,3.8857570499685
0.14312921,30444.242,16201.255,0.50045942,46645.497,3.87947568477921
0.14341304,30327.084,16241.458,0.50043284,46568.542,3.87307538741884
0.14369744,30209.607,16279.682,0.50038946,46489.289,3.86648396689125
0.1439824,30092.002,16316.43,0.50032707,46408.432,3.8597591427256
0.14426793,29967.219,16350.099,0.50027377,46317.318,3.85218125053286
0.14455402,29827.69,16380.488,0.50025327,46208.178,3.84310414762972
0.14484068,29688.533,16410.442,0.50022927,46098.975,3.83402180505751
0.1451279,29550.863,16450.076,0.50033088,46000.939,3.82586821462127
0.1454157,29413.435,16490.184,0.50041468,45903.619,3.81777417343992
0.14570407,29275.878,16530.363,0.50047565,45806.241,3.80967530843624
0.14599301,29134.355,16566.595,0.50057857,45700.95,3.80091832436281
0.14628252,28986.679,16598.35,0.50074194,45585.029,3.79127725009459
0.14657261,28839.104,16629.838,0.50087595,45468.942,3.78162236971419
0.14686327,28690.711,16661.62,0.50098275,45352.331,3.77192390859419
0.14715451,28542.394,16692.665,0.50105954,45235.059,3.76217047253357
0.14744632,28392.999,16724.023,0.50110631,45117.022,3.75235341191989
0.14773872,28242.636,16757.482,0.50118041,45000.118,3.74263058218021
0.14803169,28090.023,16795.998,0.50128489,44886.021,3.73314120880713
0.14832525,27936.523,16837.098,0.50134834,44773.621,3.72379297382167
0.14861938,27781.984,16881.268,0.50136874,44663.252,3.71461365578689
0.14891411,27626.06,16928.525,0.50134257,44554.585,3.7055758919865
0.14920941,27470.832,16969.377,0.50139603,44440.209,3.69606331436465
0.1495053,27314.507,17009.694,0.50144762,44324.201,3.68641500436294
0.14980178,27156.03,17053.573,0.5014334,44209.603,3.6768839631453
0.15009884,26994.976,17101.355,0.50134843,44096.331,3.66746320448629
0.1503965,26831.317,17153.179,0.50118294,43984.496,3.65816196018382
0.15069474,26668.078,17184.525,0.50108559,43852.603,3.64719250505094
0.15099358,26503.291,17213.511,0.50096651,43716.802,3.63589802409667
0.15129301,26336.941,17244.73,0.5007985,43581.671,3.62465926660718
0.15159303,26168.686,17278.325,0.50057873,43447.011,3.61345968188173
0.15189365,25998.637,17314.738,0.50030688,43313.375,3.60234526257109
0.15219486,25826.459,17353.413,0.49997863,43179.872,3.59124190478405
0.15249667,25651.879,17395.056,0.49958605,43046.935,3.58018562084935
0.15279908,25475.066,17439.548,0.49913126,42914.614,3.56918056923449
0.15310209,25295.98,17486.96,0.49860277,42782.94,3.55822932818934
0.1534057,25113.14,17541.166,0.49798626,42654.306,3.54753092196943
0.15370992,24922.568,17612.758,0.49721291,42535.326,3.53763543265831
0.15401473,24728.028,17689.938,0.49632867,42417.966,3.52787467769486
0.15432015,24528.742,17773.237,0.49532886,42301.979,3.5182281142495
0.15462618,24325.097,17862.621,0.4942004,42187.718,3.50872510110295
0.15493281,24116.076,17958.751,0.49293539,42074.827,3.49933602996645
0.15524005,23930.125,18053.076,0.4916553,41983.201,3.4917155550663
0.1555479,23742.88,18154.079,0.49024284,41896.959,3.48454286394872
0.15585636,23549.678,18263.272,0.4886601,41812.95,3.4775558899906
0.15616543,23348.608,18381.799,0.48689282,41730.407,3.47069084230017
0.15647512,23134.169,18523.019,0.48492983,41657.188,3.46460126563292
0.15678542,22904.627,18687.62,0.48274197,41592.247,3.45920016484831
0.15709633,22663.153,18866.707,0.48029793,41529.86,3.45401147858463
0.15740786,22407.514,19062.064,0.47756692,41469.578,3.44899786380355
0.15772001,22136.633,19274.13,0.47453165,41410.763,3.44410625845952
0.15803278,21847.9,19505.393,0.47115857,41353.293,3.43932651589178
0.15834617,21538.867,19757.457,0.46742554,41296.324,3.43458844116859
0.15866018,21207.965,20031.787,0.46330389,41239.752,3.42988338467752
0.15897481,20851.51,20331.292,0.45877359,41182.802,3.42514689017199
0.15929007,20467.456,20658.084,0.45381348,41125.54,3.42038444682913
0.15960595,20168.626,20849.864,0.45159214,41018.49,3.41148116786834
0.15992246,19872.946,21038.254,0.44966853,40911.2,3.40255792826346
0.16023959,19600.731,21235.821,0.44790664,40836.552,3.39634950259447
0.16055735,19333.543,21447.31,0.44622867,40780.853,3.3917170529463
0.16087575,19061.889,21676.041,0.44458307,40737.93,3.38814717491889
0.16119478,18785.697,21923.914,0.44294095,40709.611,3.38579190208479
0.16151443,18504.625,22192.135,0.44126259,40696.76,3.38472309276274
0.16183473,18216.455,22482.28,0.43949494,40698.735,3.38488735222979
0.16215565,17919.535,22793.802,0.43757949,40713.337,3.3861017910844
0.16247722,17652.46,23063.724,0.436079,40716.184,3.386338574225
0.16279942,17488.941,23175.349,0.43608069,40664.29,3.38202258395511
0.16312226,17323.19,23285.858,0.43598721,40609.048,3.37742814270007
0.16344574,17155.369,23393.294,0.4358076,40548.663,3.37240596147591
0.16376986,16984.78,23497.429,0.43553839,40482.209,3.36687902546414
0.16409463,16811.554,23597.944,0.43517969,40409.498,3.36083169882688
0.16442004,16636.683,23694.566,0.43473382,40331.249,3.35432378032709
0.16474609,16458.619,23787.704,0.4342125,40246.323,3.34726054007465
0.16507279,16278.548,23877.332,0.4336121,40155.88,3.33973845451603
0.16540014,16106.164,23962.501,0.43295039,40068.665,3.33248483962051
0.16572814,15991.261,23998.386,0.43268633,39989.647,3.32591296389025
0.16605679,15891.392,24006.628,0.43256888,39898.02,3.31829240582075
0.16638609,15789.848,24009.536,0.43240891,39799.384,3.31008891377427
0.16671604,15685.131,24006.138,0.43222134,39691.269,3.3010970594553
0.16704665,15578.163,23995.284,0.43201073,39573.447,3.29129788025195
0.16737791,15468.167,23977.495,0.43177755,39445.662,3.28067008481053
0.16770983,15355.582,23952.11,0.43154947,39307.692,3.26919520953524
0.16804241,15240.507,23919.657,0.43134462,39160.164,3.25692540160878
0.16837565,15123.39,23881.514,0.431168,39004.904,3.244012528265
0.16870955,15004.368,23839.369,0.43103026,38843.737,3.23060837356838
0.16904411,14897.05,23790.224,0.43098431,38687.274,3.21759544749606
0.16937933,14789.004,23740.031,0.43102668,38529.035,3.20443481265742
0.16971522,14680.448,23690.218,0.43112394,38370.666,3.19126336580323
0.17005177,14578.704,23641.178,0.43123499,38219.882,3.17872275847186
0.170389,14514.847,23585.367,0.43157911,38100.214,3.16877004864767
0.17072689,14452.079,23533.278,0.43189125,37985.357,3.15921746656827
0.17106545,14390.093,23484.057,0.43221708,37874.15,3.14996845261785
0.17140468,14328.926,23436.805,0.43258787,37765.731,3.14095131481636
0.17174459,14268.244,23392.357,0.43298946,37660.601,3.13220772100835
0.17208517,14208.664,23352.122,0.43337849,37560.786,3.12390617229773
0.17242642,14151.936,23317.862,0.43366168,37469.798,3.11633875944314
0.17276835,14095.079,23285.842,0.43391844,37380.921,3.10894691708725
0.17311096,14038.563,23255.012,0.43421694,37293.575,3.10168240700683
0.17345425,13981.438,23226.282,0.4344878,37207.72,3.09454190242786
0.17379822,13924.558,23198.98,0.4347831,37123.538,3.08754054017212
0.17414287,13867.015,23175.768,0.43495505,37042.783,3.08082419928022
0.17448821,13808.913,23152.052,0.43524442,36960.965,3.07401944936883
0.17483423,13750.481,23131.751,0.43545401,36882.232,3.06747127690345
0.17518094,13691.229,23113.693,0.43567869,36804.922,3.06104145442368
0.17552833,13632.685,23100.699,0.43592567,36733.384,3.05509168543445
0.17587641,13574.2,23092.628,0.43614892,36666.828,3.04955626614894
0.17622519,13516.015,23088.365,0.43636806,36604.38,3.04436250655489
0.17657465,13458.308,23087.883,0.43660737,36546.191,3.03952296522421
0.17692481,13401.035,23090.796,0.43690643,36491.831,3.03500187933623
0.17727566,13344.917,23099.19,0.43718602,36444.107,3.03103270525753
0.17762721,13289.408,23112.606,0.43749841,36402.014,3.02753185779096
0.17797945,13235.007,23131.012,0.43781348,36366.019,3.02453817702315
0.1783324,13181.718,23155.248,0.43809167,36336.966,3.02212185788585
0.17868604,13128.672,23182.701,0.43849164,36311.373,3.01999330470095
0.17904038,13076.712,23217.489,0.43881389,36294.201,3.01856512061581
0.17939543,13025.221,23256.397,0.43917221,36281.618,3.01751860067967
0.17975118,12974.687,23299.998,0.43949178,36274.685,3.01694198757332
0.18010764,12939.324,23340.881,0.43990259,36280.205,3.01740108238755
0.1804648,12942.022,23370.122,0.44037273,36312.144,3.02005742827012
0.18082268,12944.908,23400.832,0.44083836,36345.74,3.0228515857663
0.18118126,12948.459,23431.912,0.44132617,36380.371,3.02573182354016
0.18154055,12952.556,23463.684,0.44175981,36416.24,3.02871502496981
0.18190056,12956.315,23496.401,0.44213369,36452.716,3.03174871019516
0.18226127,12960.905,23528.487,0.44250726,36489.392,3.03479902929059
0.18262271,12964.478,23561.35,0.44283702,36525.828,3.03782938774192
0.18298486,12968.273,23592.776,0.44312195,36561.049,3.04075869543252
0.18334773,12971.806,23621.796,0.44340022,36593.602,3.04346610729623
0.18371132,12974.784,23649.286,0.44358517,36624.07,3.04600011106435
0.18407563,12976.825,23673.134,0.44376005,36649.959,3.04815328237697
0.18444066,12977.493,23693.182,0.44392278,36670.675,3.04987621863995
0.18480642,12977.285,23708.802,0.44405126,36686.087,3.05115802466838
0.1851729,12975.755,23720.869,0.44410413,36696.624,3.05203438011359
0.18554011,12972.698,23725.972,0.44423541,36698.67,3.05220454460452
0.18590805,12969.045,23728.682,0.44431806,36697.727,3.05212611590709
0.18627671,12964.886,23728.372,0.44432073,36693.258,3.05175443208013
0.18664611,12960.134,23720.978,0.44448164,36681.112,3.05074425715012
0.18701624,12955.499,23711.399,0.44454729,36666.898,3.04956208800347
0.1873871,12951.035,23696.978,0.44470866,36648.013,3.04799143482108
0.1877587,12947.542,23680.227,0.44486581,36627.769,3.0463077544915
0.18813104,12944.757,23661.545,0.44507498,36606.302,3.04452235804637
0.18850411,12943.442,23641.552,0.4453213,36584.994,3.04275018552795
0.18887793,12943.303,23621.863,0.44557659,36565.166,3.04110110364813
0.18925248,12945.09,23602.171,0.44587354,36547.261,3.03961195642914
0.18962778,12948.061,23586.979,0.44611755,36535.04,3.03859554379785
0.19000382,12953.2,23571.272,0.4464185,36524.472,3.03771661010278
0.19038061,12986.331,23539.799,0.44684128,36526.13,3.03785450488575
0.19075815,13020.45,23508.227,0.44731871,36528.677,3.03806633722123
0.19113643,13055.014,23476.392,0.4478751,36531.406,3.03829330637848
0.19151547,13089.783,23446.924,0.4484106,36536.707,3.03873418710497
0.19189525,13126.055,23419.537,0.44894668,36545.592,3.03947314678332
0.19227579,13162.408,23394.966,0.44950589,36557.374,3.04045304806978
0.19265709,13199.204,23373.14,0.45007449,36572.344,3.04169809324533
0.19303914,13236.689,23355.24,0.45065304,36591.929,3.043326964973
0.19342195,13273.55,23341.105,0.45126874,36614.655,3.04521707163029
0.19380551,13310.321,23330.089,0.45189907,36640.41,3.04735909824996
0.19418984,13347.713,23323.289,0.45248543,36671.002,3.04990341501753
0.19457493,13386.137,23320.259,0.45304697,36706.396,3.05284711100574
0.19496078,13425.335,23319.62,0.45367243,36744.955,3.05605403798798
0.1953474,13465.486,23322.545,0.45426833,36788.031,3.059636640926
0.19573479,13506.682,23329.073,0.45481856,36835.755,3.0636058150047
0.19612294,13548.955,23337.247,0.45543824,36886.202,3.06780145922455
0.19651186,13591.203,23348.41,0.45604827,36939.613,3.072243617399
0.19690156,13633.446,23364.506,0.45664091,36997.952,3.07709563413224
0.19729202,13675.629,23384.671,0.45718861,37060.3,3.08228107679125
0.19768327,13717.305,23408.15,0.45771242,37125.455,3.08769997581685
0.19807528,13758.938,23434.053,0.45826566,37192.991,3.09331690106576
0.19846808,13800.845,23463.131,0.45879863,37263.976,3.09922067740421
0.19886165,13842.628,23494.887,0.45933512,37337.515,3.1053368682636
0.199256,13884.652,23529.116,0.45986356,37413.768,3.11167878073998
0.19965114,13927.292,23565.122,0.46041501,37492.414,3.11821971747189
0.20004706,13970.072,23601.525,0.46097604,37571.597,3.12480531614496
0.20044377,14022.349,23624.987,0.46157816,37647.336,3.13110447957523
0.20084126,14073.778,23651.763,0.46209819,37725.541,3.13760873862361
0.20123954,14124.091,23679.026,0.46267801,37803.117,3.14406068415058
0.20163861,14173.808,23708.006,0.46325195,37881.814,3.15060586251935
0.20203847,14222.296,23739.458,0.46373688,37961.754,3.15725442039068
0.20243912,14269.038,23771.054,0.46426169,38040.092,3.16376974096265
0.20284057,14314.057,23803.066,0.46479052,38117.123,3.17017635919365
0.20324281,14358.093,23836.253,0.46524285,38194.346,3.17659894593993
0.20364586,14399.972,23869.98,0.46567992,38269.952,3.1828870478466
0.2040497,14440.983,23904.941,0.46601979,38345.924,3.18920558973553
0.20445434,14480.367,23939.396,0.46636019,38419.763,3.19534673140003
0.20485978,14518.611,23973.321,0.46670817,38491.932,3.20134898024937
0.20526603,14554.751,24008.409,0.46693132,38563.16,3.20727296673997
0.20567309,14589.369,24043.296,0.46707499,38632.665,3.21305365243983
0.20608095,14621.65,24075.506,0.46727771,38697.156,3.21841732701675
0.20648962,14651.605,24106.278,0.46739982,38757.883,3.22346795215876
0.2068991,14678.091,24135.149,0.46746934,38813.24,3.2280719578891
0.20730939,14700.201,24160.424,0.4675272,38860.625,3.23201293755801
0.2077205,14717.061,24181.232,0.46756779,38898.293,3.23514576064904
0.20813242,14728.221,24197.207,0.46758566,38925.428,3.23740256097226
0.20854516,14733.149,24211.503,0.46755577,38944.652,3.23900140856444
0.20895872,14732.491,24219.586,0.46757238,38952.077,3.23961894099119
0.20937309,14725.826,24223.276,0.46755638,38949.102,3.23937151217374
0.20978829,14713.062,24223.108,0.46749006,38936.17,3.23829596613431
0.21020432,14696.986,24211.874,0.46743862,38908.86,3.23602461117476
0.21062116,14677.029,24191.507,0.46731747,38868.536,3.23267089028906
0.21103884,14651.161,24163.973,0.46730323,38815.134,3.22822948063876
0.21145734,14618.533,24131.39,0.4672347,38749.923,3.22280592412954
0.21187667,14577.912,24091.673,0.4672021,38669.585,3.21612426485676
0.21229683,14528.995,24045.291,0.46727952,38574.286,3.20819830893257
0.21271783,14472.399,23996.794,0.46735103,38469.193,3.19945779239052
0.21313966,14408.538,23944.179,0.46748918,38352.717,3.18977055913282
0.21356233,14339.323,23889.346,0.46767542,38228.669,3.17945356755386
0.21398584,14262.285,23830.063,0.46804579,38092.348,3.16811583853738
0.21441018,14178.211,23769.977,0.46843482,37948.188,3.15612614498309
0.21483537,14091.656,23712.77,0.46879993,37804.426,3.14416955283026
0.2152614,14001.962,23658.359,0.46916771,37660.321,3.13218443359023
0.21568828,13909.347,23607.52,0.46951429,37516.867,3.12025345759733
0.216116,13812.995,23557.574,0.4699694,37370.569,3.10808594797187
0.21654457,13712.981,23510.943,0.47041373,37223.924,3.09588957858182
0.21697399,13607.928,23466.551,0.47091813,37074.479,3.08346033501063
0.21740426,13499.402,23425.122,0.47139533,36924.524,3.07098867507075
0.21783539,13374.965,23384.093,0.47181717,36759.058,3.05722697533674
0.21826737,13243.788,23344.693,0.47221647,36588.481,3.04304019705281
0.2187002,13111.474,23307.314,0.47258239,36418.788,3.02892694047464
0.2191339,12977.367,23270.257,0.47299748,36247.624,3.01469134178203
0.21956845,12840.031,23233.257,0.47341027,36073.288,3.00019192990993
0.22000387,12702.684,23198.145,0.47379356,35900.829,2.98584862690854
