wavelength,Acoff,Scoff,Av
0.099999962,62826.016,19374.591,29.2023397749423
0.10019827,62513.274,19372.33,29.0569732734933
0.10039697,62201.342,19370.726,28.9119832704558
0.10059606,61891.374,19369.423,28.7679061598626
0.10079555,61582.968,19368.719,28.6245550869467
0.10099543,61275.52,19368.428,28.4816493047446
0.10119571,60969.845,19368.452,28.3395676357317
0.10139639,60665.407,19369.094,28.1980609402188
0.10159746,60362.812,19369.958,28.057410894795
0.10179894,60060.89,19371.22,27.9170736684216
0.10200081,59761.023,19372.929,27.7776916324623
0.10220308,59462.515,19375.047,27.6389412771709
0.10240576,59165.694,19377.741,27.5009750611636
0.10260883,58816.605,19370.233,27.3387140069262
0.10281231,58446.907,19360.24,27.1668736245897
0.1030162,58078.708,19351.407,26.9957299967207
0.10322048,57711.605,19343.15,26.8250958037393
0.10342518,57346.384,19335.839,26.6553363885482
0.10363027,56982.049,19329.193,26.4859887975454
0.10383578,56619.408,19323.252,26.3174285995165
0.10404169,56257.518,19318.115,26.1492174759407
0.10424801,55897.358,19314.11,25.9818104786015
0.10445474,55539.053,19310.177,25.8152657091057
0.10466188,55181.806,19307.471,25.649212711609
0.10486943,54826.146,19305.635,25.4838973721108
0.10507739,54486.782,19299.971,25.3261566228743
0.10528577,54175.742,19286.617,25.1815812329021
0.10549456,53867.238,19274.162,25.0381846083266
0.10570376,53561.246,19261.899,24.8959555936392
0.10591337,53257.358,19250.341,24.7547045451957
0.10612341,52956.229,19239.731,24.6147359154152
0.10633385,52656.762,19229.4,24.4755398045973
0.10654472,52358.751,19219.979,24.3370204612942
0.10675601,52062.214,19209.223,24.1991862521373
0.10696771,51767.469,19196.552,24.0621849876139
0.10717983,51474.183,19183.783,23.9258618850439
0.10739238,51182.95,19171.938,23.7904930432622
0.10760534,50892.483,19159.994,23.6554802481264
0.10781873,50604.646,19149.006,23.5216899107954
0.10803254,50349.773,19137.279,23.4032216643693
0.10824677,50095.125,19126.337,23.2848580008353
0.10846143,49840.161,19115.919,23.1663474564395
0.10867652,49586.673,19105.706,23.0485229758156
0.10889203,49332.993,19090.68,22.9306092511237
0.10910797,49079.614,19074.628,22.8128354351009
0.10932434,48827.022,19058.665,22.6954274267937
0.10954113,48575.249,19043.077,22.5784001002137
0.10975836,48324.74,19027.32,22.4619602970805
0.10997602,48075.264,19011.729,22.3460006456251
0.11019411,47826.572,18996.592,22.2304054074468
0.11041263,47578.979,18981.45,22.1153209985946
0.11063158,47333.242,18966.623,22.0010992823987
0.11085097,47088.472,18951.317,21.8873270402321
0.11107079,46869.405,18934.333,21.7855018828407
0.11129105,46699.609,18916.97,21.7065785195571
0.11151175,46529.011,18899.652,21.627282376365
0.11173288,46356.187,18882.581,21.5469515597609
0.11195446,46183.046,18865.481,21.4664733974822
0.11217647,46008.714,18848.179,21.3854416430948
0.11239892,45832.992,18831.076,21.3037637988411
0.11262182,45656.321,18814.253,21.2216448471893
0.11284515,45478.058,18797.353,21.1387859134746
0.11306893,45299.17,18778.693,21.0556364717265
0.11329315,45119.361,18757.504,20.9720589373402
0.11351782,44939.123,18736.499,20.8882819982398
0.11374293,44756.708,18715.696,20.8034931615571
0.11396849,44573.701,18694.938,20.7184291556651
0.1141945,44389.127,18674.609,20.6326367880316
0.11442095,44202.898,18653.677,20.5460751551255
0.11464785,44016.337,18633.285,20.459359204352
0.11487521,43838.632,18613.006,20.3767596362096
0.11510301,43682.505,18592.301,20.3041897998214
0.11533127,43526.655,18571.339,20.2317487165936
0.11555997,43369.672,18550.696,20.1587810004028
0.11578914,43213.285,18529.894,20.0860903126726
0.11601875,43056.871,18508.961,20.0133870749955
0.11624883,42899.892,18488.461,19.940421218056
0.11647935,42742.431,18467.844,19.8672313213212
0.11671034,42585.198,18447.449,19.7941474019169
0.11694178,42426.833,18427.101,19.7205373143625
0.11717368,42269.348,18406.456,19.6473362621191
0.11740605,42111.375,18386.859,19.5739083812032
0.11763887,41953.936,18369.296,19.5007287103512
0.11787215,41796.573,18351.724,19.427584365276
0.1181059,41645.827,18333.874,19.3575156868528
0.11834011,41502.891,18316.022,19.2910771968159
0.11857479,41359.603,18298.815,19.2244750926546
0.11880993,41216.238,18281.048,19.1578371979036
0.11904553,41073.765,18263.361,19.0916139162179
0.11928161,40929.686,18246.228,19.0246441450895
0.11951815,40786.271,18228.903,18.9579830096958
0.11975516,40642.533,18217.023,18.8911717397504
0.11999264,40498.572,18209.513,18.8242568165386
0.1202306,40354.712,18201.963,18.7573888394251
0.12046902,40210.059,18194.877,18.6901522657186
0.12070792,40066.028,18187.602,18.6232048056071
0.12094729,39921.108,18180.773,18.5558441268688
0.12118713,39776.319,18173.918,18.4885443386143
0.12142745,39631.511,18167.075,18.4212357189156
0.12166825,39493.849,18160.513,18.3572486518684
0.12190953,39363.866,18154.518,18.2968308827238
0.12215128,39232.844,18159.327,18.2359301730243
0.12239351,39101.045,18165.85,18.1746683037375
0.12263623,38968.992,18172.929,18.113288371986
0.12287942,38837.012,18180.263,18.0519423715728
0.1231231,38704.58,18188.273,17.9903862757498
0.12336726,38572.211,18196.661,17.9288594631365
0.1236119,38439.578,18205.284,17.8672099399299
0.12385703,38306.612,18214.654,17.8054056340431
0.12410265,38173.304,18224.345,17.7434423621603
0.12434875,38039.214,18234.338,17.6811156066261
0.12459534,37902.176,18244.913,17.6174185827996
0.12484242,37764.93,18256.067,17.5536248778995
0.12508999,37631.989,18267.387,17.491832192334
0.12533805,37505.286,18279.444,17.432939009349
0.1255866,37378.133,18291.936,17.3738366605799
0.12583565,37251.157,18304.83,17.314816583686
0.12608519,37123.249,18318.503,17.2553633012124
0.12633522,36995.69,18332.384,17.1960722384248
0.12658575,36866.965,18347.241,17.13623920385
0.12683678,36735.923,18358.542,17.0753291978934
0.12708831,36603.098,18367.925,17.0135904306189
0.12734033,36469.601,18377.622,16.9515393091068
0.12759285,36335.657,18387.234,16.8892804162492
0.12784588,36201.589,18397.216,16.8269638865978
0.1280994,36073.329,18407.962,16.7673469899998
0.12835343,35944.039,18418.946,16.7072513361627
0.12860796,35815.253,18429.644,16.6473899480037
0.128863,35684.85,18440.974,16.5867769574606
0.12911854,35554.24,18452.212,16.5260677506567
0.12937459,35429.213,18411.373,16.4679535940143
0.12963115,35304.315,18368.097,16.40989939823
0.12988821,35178.751,18323.789,16.3515356370853
0.13014579,35053.873,18277.645,16.2934907375581
0.13040388,34928.655,18230.288,16.2352878016606
0.13066248,34807.67,18181.697,16.1790524185723
0.13092159,34689.511,18131.784,16.1241305966082
0.13118121,34571.738,18080.266,16.0693881924056
0.13144135,34453.714,18027.427,16.0145291201767
0.13170201,34340.633,17960.602,15.9619676178829
0.13196318,34237.61,17868.568,15.9140812032703
0.13222487,34134.435,17776.798,15.866124137104
0.13248708,34030.573,17685.473,15.8178477445072
0.13274981,33927.014,17594.348,15.7697121902051
0.13301306,33823.64,17503.466,15.7216626262809
0.13327683,33719.481,17413.246,15.6732481842667
0.13354113,33618.44,17324.065,15.6262830287299
0.13380595,33517.693,17235.49,15.579454528172
0.13407129,33416.632,17147.516,15.532480076378
0.13433716,33325.326,17039.554,15.4900398739706
0.13460356,33237.577,16926.255,15.4492530108834
0.13487049,33148.132,16817.028,15.4076778251964
0.13513794,33057.964,16711.258,15.3657665798164
0.13540593,32967.103,16609.17,15.3235332191288
0.13567445,32875.119,16510.484,15.2807778736067
0.1359435,32782.389,16415.268,15.2376757776958
0.13621308,32689.432,16323.058,15.1944681692672
0.1364832,32596.129,16235.808,15.1510997355912
0.13675385,32503.918,16153.746,15.1082388775513
0.13702505,32429.223,16110.162,15.0735196814545
0.13729677,32351.57,16069.816,15.0374255689367
0.13756904,32272.979,16031.609,15.0008954619624
0.13784185,32192.147,15996.395,14.9633237093832
0.1381152,32110.32,15963.182,14.9252894680147
0.13838909,32026.789,15932.243,14.8864631855438
0.13866352,31942.015,15903.495,14.8470591406958
0.1389385,31855.766,15876.774,14.8069694968889
0.13921402,31767.016,15853.819,14.7657173561352
0.13949009,31680.72,15851.597,14.7256058661241
0.13976671,31597.221,15875.679,14.6867944576645
0.14004387,31513.485,15897.963,14.6478728885586
0.14032159,31428.64,15919.016,14.608435841998
0.14059985,31343.537,15938.821,14.5688788737213
0.14087867,31257.72,15957.197,14.5289900290671
0.14115804,31161.581,15977.796,14.4843033861384
0.14143797,31064.721,15997.43,14.4392816131423
0.14171845,30967.39,16015.973,14.3940409132922
0.14199948,30869.692,16033.535,14.3486296271248
0.14228108,30775.569,16072.092,14.3048800469089
0.14256323,30678.366,16115.99,14.2596988431041
0.14284594,30561.496,16159.526,14.2053761649082
0.14312921,30444.242,16201.255,14.1508749985765
0.14341304,30327.084,16241.458,14.0964184542788
0.14369744,30209.607,16279.682,14.0418136346808
0.1439824,30092.002,16316.43,13.9871493190376
0.14426793,29967.219,16350.099,13.9291485767314
0.14455402,29827.69,16380.488,13.8642937040867
0.14484068,29688.533,16410.442,13.7996117418234
0.1451279,29550.863,16450.076,13.7356209562734
0.1454157,29413.435,16490.184,13.671742655434
0.14570407,29275.878,16530.363,13.6078043937365
0.14599301,29134.355,16566.595,13.5420226842617
0.14628252,28986.679,16598.35,13.473380981299
0.14657261,28839.104,16629.838,13.4047862244344
0.14686327,28690.711,16661.62,13.3358112506557
0.14715451,28542.394,16692.665,13.2668716026538
0.14744632,28392.999,16724.023,13.1974308863958
0.14773872,28242.636,16757.482,13.1275402312955
0.14803169,28090.023,16795.998,13.0566037472747
0.14832525,27936.523,16837.098,12.9852549742529
0.14861938,27781.984,16881.268,12.9134232606761
0.14891411,27626.06,16928.525,12.8409477812972
0.14920941,27470.832,16969.377,12.7687958116643
0.1495053,27314.507,17009.694,12.6961339423311
0.14980178,27156.03,17053.573,12.6224717957371
0.15009884,26994.976,17101.355,12.5476118264194
0.1503965,26831.317,17153.179,12.4715410196181
0.15069474,26668.078,17184.525,12.3956654342154
0.15099358,26503.291,17213.511,12.3190703185153
0.15129301,26336.941,17244.73,12.2417487003252
0.15159303,26168.686,17278.325,12.163541613649
0.15189365,25998.637,17314.738,12.0845006527135
0.15219486,25826.459,17353.413,12.0044701052127
0.15249667,25651.879,17395.056,11.9233230772377
0.15279908,25475.066,17439.548,11.8411381221607
0.15310209,25295.98,17486.96,11.7578966474676
0.1534057,25113.14,17541.166,11.6729102653222
0.15370992,24922.568,17612.758,11.584329950193
0.15401473,24728.028,17689.938,11.4939052576609
0.15432015,24528.742,17773.237,11.4012745633258
0.15462618,24325.097,17862.621,11.306617749762
0.15493281,24116.076,17958.751,11.2094621022974
0.15524005,23930.125,18053.076,11.1230296873646
0.1555479,23742.88,18154.079,11.0359958045992
0.15585636,23549.678,18263.272,10.9461930316651
0.15616543,23348.608,18381.799,10.8527331111993
0.15647512,23134.169,18523.019,10.7530591076941
0.15678542,22904.627,18687.62,10.6463650356616
0.15709633,22663.153,18866.707,10.5341248166604
0.15740786,22407.514,19062.064,10.4153005235884
0.15772001,22136.633,19274.13,10.2893915530025
0.15803278,21847.9,19505.393,10.1551847433547
0.15834617,21538.867,19757.457,10.0115422327797
0.15866018,21207.965,20031.787,9.85773472991003
0.15897481,20851.51,20331.292,9.6920498641933
0.15929007,20467.456,20658.084,9.5135366285311
0.15960595,20168.626,20849.864,9.37463660350092
0.15992246,19872.946,21038.254,9.23720073895947
0.16023959,19600.731,21235.821,9.11067170802688
0.16055735,19333.543,21447.31,8.98647929130914
0.16087575,19061.889,21676.041,8.86021102038739
0.16119478,18785.697,21923.914,8.73183342873617
0.16151443,18504.625,22192.135,8.60118755035957
0.16183473,18216.455,22482.28,8.46724243034838
0.16215565,17919.535,22793.802,8.32923019786851
0.16247722,17652.46,23063.724,8.20509030500322
0.16279942,17488.941,23175.349,8.12908457200149
0.16312226,17323.19,23285.858,8.0520413767106
0.16344574,17155.369,23393.294,7.97403601881284
0.16376986,16984.78,23497.429,7.89474405893641
0.16409463,16811.554,23597.944,7.81422638756514
0.16442004,16636.683,23694.566,7.73294409904976
0.16474609,16458.619,23787.704,7.65017766309295
0.16507279,16278.548,23877.332,7.56647834773905
0.16540014,16106.164,23962.501,7.48635204879048
0.16572814,15991.261,23998.386,7.43294365747755
0.16605679,15891.392,24006.628,7.38652326260509
0.16638609,15789.848,24009.536,7.3393243062029
0.16671604,15685.131,24006.138,7.29065049861637
0.16704665,15578.163,23995.284,7.24093039729646
0.16737791,15468.167,23977.495,7.18980284265597
0.16770983,15355.582,23952.11,7.1374718875376
0.16804241,15240.507,23919.657,7.08398354841386
0.16837565,15123.39,23881.514,7.02954606144315
0.16870955,15004.368,23839.369,6.9742231059864
0.16904411,14897.05,23790.224,6.92434032016774
0.16937933,14789.004,23740.031,6.8741191505917
0.16971522,14680.448,23690.218,6.82366092646033
0.17005177,14578.704,23641.178,6.77636900748744
0.170389,14514.847,23585.367,6.74668745309748
0.17072689,14452.079,23533.278,6.71751207990505
0.17106545,14390.093,23484.057,6.68870019036411
0.17140468,14328.926,23436.805,6.66026898255023
0.17174459,14268.244,23392.357,6.63206320897033
0.17208517,14208.664,23352.122,6.60436965915506
0.17242642,14151.936,23317.862,6.57800175559815
0.17276835,14095.079,23285.842,6.55157389118313
0.17311096,14038.563,23255.012,6.52530452795117
0.17345425,13981.438,23226.282,6.4987520936914
0.17379822,13924.558,23198.98,6.47231353858075
0.17414287,13867.015,23175.768,6.44556681254818
0.17448821,13808.913,23152.052,6.41856025613048
0.17483423,13750.481,23131.751,6.39140031147109
0.17518094,13691.229,23113.693,6.36385922027179
0.17552833,13632.685,23100.699,6.33664721657281
0.17587641,13574.2,23092.628,6.30946263683219
0.17622519,13516.015,23088.365,6.28241750094764
0.17657465,13458.308,23087.883,6.25559454560709
0.17692481,13401.035,23090.796,6.22897331904499
0.17727566,13344.917,23099.19,6.20288895132875
0.17762721,13289.408,23112.606,6.17708765464033
0.17797945,13235.007,23131.012,6.15180137059366
0.1783324,13181.718,23155.248,6.12703195844015
0.17868604,13128.672,23182.701,6.10237549581006
0.17904038,13076.712,23217.489,6.07822381993894
0.17939543,13025.221,23256.397,6.05429014129614
0.17975118,12974.687,23299.998,6.03080128855419
0.18010764,12939.324,23340.881,6.01436411161365
0.1804648,12942.022,23370.122,6.01561817669256
0.18082268,12944.908,23400.832,6.01695962658795
0.18118126,12948.459,23431.912,6.01861017703095
0.18154055,12952.556,23463.684,6.020514515292
0.18190056,12956.315,23496.401,6.02226174680854
0.18226127,12960.905,23528.487,6.02439523780639
0.18262271,12964.478,23561.35,6.02605601413217
0.18298486,12968.273,23592.776,6.02781997891144
0.18334773,12971.806,23621.796,6.02946216272308
0.18371132,12974.784,23649.286,6.03084637540099
0.18407563,12976.825,23673.134,6.03179505843511
0.18444066,12977.493,23693.182,6.03210555342129
0.18480642,12977.285,23708.802,6.03200887234775
0.1851729,12975.755,23720.869,6.0312977086818
0.18554011,12972.698,23725.972,6.02987677578846
0.18590805,12969.045,23728.682,6.02817881443439
0.18627671,12964.886,23728.372,6.02624565777642
0.18664611,12960.134,23720.978,6.02403686709629
0.18701624,12955.499,23711.399,6.02188245952003
0.1873871,12951.035,23696.978,6.01980753494173
0.1877587,12947.542,23680.227,6.01818394364423
0.18813104,12944.757,23661.545,6.01688943984706
0.18850411,12943.442,23641.552,6.01627821094462
0.18887793,12943.303,23621.863,6.01621360195798
0.18925248,12945.09,23602.171,6.01704422252729
0.18962778,12948.061,23586.979,6.01842518151523
0.19000382,12953.2,23571.272,6.02081385476969
0.19038061,12986.331,23539.799,6.03621356942108
0.19075815,13020.45,23508.227,6.05207251917179
0.19113643,13055.014,23476.392,6.06813831064233
0.19151547,13089.783,23446.924,6.08429938874786
0.19189525,13126.055,23419.537,6.10115908057229
0.19227579,13162.408,23394.966,6.11805642223786
0.19265709,13199.204,23373.14,6.13515967599755
0.19303914,13236.689,23355.24,6.15258318581335
0.19342195,13273.55,23341.105,6.16971665240853
0.19380551,13310.321,23330.089,6.18680828584689
0.19418984,13347.713,23323.289,6.20418856806731
0.19457493,13386.137,23320.259,6.22204853715261
0.19496078,13425.335,23319.62,6.24026827138656
0.1953474,13465.486,23322.545,6.25893097226996
0.19573479,13506.682,23329.073,6.27807940258534
0.19612294,13548.955,23337.247,6.297728436344
0.19651186,13591.203,23348.41,6.31736584978132
0.19690156,13633.446,23364.506,6.33700093915437
0.19729202,13675.629,23384.671,6.35660813975621
0.19768327,13717.305,23408.15,6.37597968024129
0.19807528,13758.938,23434.053,6.39533123377367
0.19846808,13800.845,23463.131,6.41481014602793
0.19886165,13842.628,23494.887,6.43423142148835
0.199256,13884.652,23529.116,6.45376471684647
0.19965114,13927.292,23565.122,6.47358433692239
0.20004706,13970.072,23601.525,6.4934690307978
0.20044377,14022.349,23624.987,6.51776805234351
0.20084126,14073.778,23651.763,6.54167291258939
0.20123954,14124.091,23679.026,6.56505904169069
0.20163861,14173.808,23708.006,6.58816814233127
0.20203847,14222.296,23739.458,6.61070598797483
0.20243912,14269.038,23771.054,6.63243227037606
0.20284057,14314.057,23803.066,6.6533576802306
0.20324281,14358.093,23836.253,6.6738261790501
0.20364586,14399.972,23869.98,6.69329207654445
0.2040497,14440.983,23904.941,6.71235451648192
0.20445434,14480.367,23939.396,6.73066070590663
0.20485978,14518.611,23973.321,6.74843700867829
0.20526603,14554.751,24008.409,6.76523534520605
0.20567309,14589.369,24043.296,6.78132623657069
0.20608095,14621.65,24075.506,6.79633086029655
0.20648962,14651.605,24106.278,6.81025432932502
0.2068991,14678.091,24135.149,6.82256536256448
0.20730939,14700.201,24160.424,6.83284237475676
0.2077205,14717.061,24181.232,6.84067911946783
0.20813242,14728.221,24197.207,6.84586643091359
0.20854516,14733.149,24211.503,6.84815702865595
0.20895872,14732.491,24219.586,6.8478511817983
0.20937309,14725.826,24223.276,6.8447532041293
0.20978829,14713.062,24223.108,6.83882033286643
0.21020432,14696.986,24211.874,6.83134800143255
0.21062116,14677.029,24191.507,6.822071731314
0.21103884,14651.161,24163.973,6.81004795241804
0.21145734,14618.533,24131.39,6.79488203863199
0.21187667,14577.912,24091.673,6.77600087570742
0.21229683,14528.995,24045.291,6.75326362534969
0.21271783,14472.399,23996.794,6.72695707708944
0.21313966,14408.538,23944.179,6.69727366344807
0.21356233,14339.323,23889.346,6.66510164178872
0.21398584,14262.285,23830.063,6.62929338917595
0.21441018,14178.211,23769.977,6.59021471332551
0.21483537,14091.656,23712.77,6.54998283678538
0.2152614,14001.962,23658.359,6.50829191269792
0.21568828,13909.347,23607.52,6.4652432702652
0.216116,13812.995,23557.574,6.42045762219872
0.21654457,13712.981,23510.943,6.37396982946249
0.21697399,13607.928,23466.551,6.32513984475716
0.21740426,13499.402,23425.122,6.2746955650114
0.21783539,13374.965,23384.093,6.2168556479526
0.21826737,13243.788,23344.693,6.1558828922608
0.2187002,13111.474,23307.314,6.09438164435449
0.2191339,12977.367,23270.257,6.03204698700174
0.21956845,12840.031,23233.257,5.96821144894484
0.22000387,12702.684,23198.145,5.90437079794655
0.22044015,12564.84,23163.563,5.84029913496004
0.2208773,12426.7,23131.827,5.77608988736887
0.22131531,12288.537,23100.761,5.71186994908208
0.22175419,12150.109,23070.494,5.64752683538909
0.22219394,12013.154,23043.157,5.58386839102939
0.22263457,11877.627,23018.36,5.52087369942459
0.22307606,11743.858,22996.565,5.45869614881634
0.22351844,11610.96,22978.235,5.39692345020355
0.22396169,11479,22962.125,5.33558674604741
0.22440581,11347.073,22946.22,5.27426538071543
0.22485082,11214.638,22930.944,5.21270789045384
0.22529672,11083.321,22915.96,5.15167006096253
0.22574349,10958.302,22897.684,5.09355962282296
0.22619115,10836.982,22879.69,5.03716852742872
0.2266397,10717.667,22861.989,4.98170938180588
0.22708914,10601.636,22845.096,4.92777668159413
0.22753947,10488.044,22831.622,4.87497765993223
0.2279907,10376.642,22817.686,4.82319657841962
0.22844282,10266.633,22806.256,4.77206298121203
0.22889583,10156.432,22796.246,4.72084013993656
0.22934975,10045.329,22788.147,4.66919803746717
0.22980456,9933.4339,22778.776,4.61718775673648
0.23026028,9816.6808,22767.294,4.56291941516317
0.23071689,9699.6292,22754.588,4.50851232695308
0.23117442,9584.446,22741.334,4.45497369507859
0.23163285,9471.2833,22727.21,4.40237421757471
0.23209219,9361.4666,22713.744,4.35133000387886
0.23255245,9254.6171,22699.612,4.3016649828821
0.23301361,9150.8978,22687.039,4.25345491907957
0.23347569,9050.2749,22674.151,4.2066841017968
0.23393869,8951.0958,22663.561,4.16058438131201
0.2344026,8846.1673,22651.208,4.11181226580695
0.23486743,8742.5781,22638.228,4.06366267415666
0.23533319,8641.463,22625.929,4.01666307598737
0.23579987,8543.3669,22612.522,3.97106674782299
0.23626747,8447.1565,22598.104,3.92634691725657
0.236736,8353.8806,22584.623,3.88299108000893
0.23720547,8263.714,22569.409,3.84108048536688
0.23767586,8177.0976,22555.032,3.80082006931754
0.23814718,8093.3245,22538.668,3.76188125565474
0.23861944,8012.7629,22521.201,3.72443518847115
0.23909264,7936.0062,22502.034,3.68875768771409
0.23956677,7862.1792,22481.708,3.65444194917411
0.24004185,7791.5308,22460.442,3.62160366477046
0.24051786,7727.0115,22437.385,3.59161426482759
0.24099482,7664.7504,22414.701,3.56267450527063
0.24147273,7604.0357,22388.936,3.53445353231042
0.24195159,7544.8314,22360.134,3.50693461268423
0.24243139,7486.8612,22329.341,3.47998931860063
0.24291214,7430.7515,22296.251,3.45390880883107
0.24339385,7374.8037,22260.178,3.42790355226251
0.24387652,7319.9422,22222.944,3.40240322189678
0.24436014,7264.7145,22180.623,3.37673267706407
0.24484472,7209.0301,22137.063,3.35084985220113
0.24533026,7152.5101,22091.744,3.32457862971776
0.24581676,7095.7724,22044.033,3.29820621747617
0.24630423,7039.3757,21996.519,3.27199230641765
0.24679267,6984.2106,21949.057,3.24635085886957
0.24728207,6929.3464,21897.416,3.22084927350913
0.24777245,6875.2898,21848.821,3.19572307100923
0.24826379,6822.5979,21799.675,3.17123119861058
0.24875612,6769.6947,21750.166,3.14664111125598
0.24924941,6718.2139,21700.608,3.12271217370428
0.24974369,6666.9363,21651.179,3.09887768612443
0.25023894,6617.9462,21603.777,3.0761064579471
0.25073518,6571.2696,21558.69,3.05441057430649
0.25123241,6525.1047,21514.322,3.03295253540305
0.25173061,6480.3927,21471.482,3.01216982309455
0.25222981,6437.8202,21431.706,2.99238157788625
0.25273,6396.9845,21393.186,2.97340061964201
0.25323117,6357.1868,21355.612,2.95490213713978
0.25373335,6318.5253,21317.948,2.93693177500176
0.25423651,6279.8699,21279.664,2.91896424822215
0.25474068,6241.9014,21242.184,2.90131600139165
0.25524585,6203.2521,21201.611,2.88335130997045
0.25575201,6164.9858,21161.539,2.86556464187215
0.25625918,6127.3042,21120.966,2.84804974984934
0.25676736,6090.0854,21079.915,2.83074997321516
0.25727654,6053.5658,21039.796,2.81377519372819
0.25778674,6017.9729,21000.459,2.79723115631261
0.25829794,5983.3175,20960.947,2.78112288094725
0.25881016,5955.4218,20922.774,2.76815660102812
0.2593234,5927.9055,20887.022,2.75536667110563
0.25983765,5901.3014,20852.511,2.74300074346816
0.26035293,5875.3297,20820.628,2.73092876347928
0.26086922,5849.3286,20791.275,2.71884311799251
0.26138654,5824.4298,20763.556,2.70726983571422
0.26190488,5799.5233,20738.72,2.69569297437696
0.26242426,5774.854,20715.431,2.68422636664856
0.26294466,5750.073,20694.159,2.67270783932442
0.26346609,5724.4604,20673.104,2.66080277363126
0.26398856,5697.9551,20652.189,2.64848276950372
0.26451207,5671.3535,20631.287,2.63611800389839
0.26503661,5644.6106,20610.71,2.62368756023684
0.26556219,5618.2186,20590.964,2.61142021940561
0.26608882,5592.664,20572.238,2.59954211285796
0.26661649,5568.2056,20555.484,2.58817353416037
0.2671452,5545.6271,20538.804,2.57767875714621
0.26767497,5523.1769,20522.707,2.56724361562115
0.26820578,5502.3685,20506.49,2.55757160383907
0.26873765,5481.4219,20491.293,2.54783535492064
0.26927057,5460.3451,20476.878,2.53803858736866
0.26980455,5438.1223,20462.508,2.52770914428651
0.27033959,5413.8128,20448.669,2.51640977622282
0.27087569,5387.5983,20433.88,2.5042249396731
0.27141285,5360.133,20417.399,2.49145871520614
0.27195108,5332.5478,20400.929,2.47863675967804
0.27249037,5303.9664,20382.865,2.46535175758522
0.27303073,5276.5814,20364.658,2.45262285759041
0.27357217,5249.6564,20344.785,2.44010777150823
0.27411468,5225.4319,20323.651,2.42884791253709
0.27465826,5207.6045,20303.02,2.42056150787149
0.27520293,5190.3289,20281.426,2.41253158693848
0.27574867,5173.2368,20260.09,2.4045869591641
0.2762955,5156.7479,20238.301,2.39692270650299
0.27684341,5140.0165,20216.37,2.38914573672489
0.2773924,5122.7553,20193.457,2.38112250909697
0.27794249,5105.4778,20168.658,2.37309170501954
0.27849366,5087.5923,20141.081,2.36477829472714
0.27904593,5069.6831,20113.879,2.35645386837011
0.2795993,5051.8298,20085.972,2.3481554250516
0.28015376,5034.3964,20056.885,2.3400521566503
0.28070932,5016.723,20025.322,2.33183733316414
0.28126598,4999.6983,19993.633,2.32392403377609
0.28182375,4983.6789,19961.312,2.31647801074973
0.28238262,4967.4282,19927.517,2.30892447651033
0.2829426,4952.0984,19893.415,2.30179898842779
0.28350369,4936.8778,19858.135,2.29472425790885
0.2840659,4922.0488,19820.771,2.28783154810337
0.28462922,4906.3302,19781.58,2.28052534078335
0.28519365,4891.5112,19739.851,2.27363727910641
0.28575921,4878.2179,19695.271,2.26745838240014
0.28632588,4864.3097,19648.288,2.26099367227022
0.28689369,4849.5485,19599.485,2.25413247677621
0.28746261,4833.9966,19545.791,2.24690375375888
0.28803267,4817.6992,19490.064,2.23932851275923
0.28860385,4800.9929,19433.066,2.23156320978375
0.28917617,4783.8897,19374.69,2.2236134225867
0.28974962,4766.3061,19316.088,2.21544033929479
0.29032421,4747.7899,19256.706,2.20683377153565
0.29089994,4728.7816,19197.934,2.19799846937127
0.29147681,4709.2792,19138.135,2.18893350317595
0.29205483,4690.1312,19079.501,2.18003326665593
0.29263399,4671.4221,19020.78,2.17133703649734
0.2932143,4651.2957,18962.101,2.16198202708139
0.29379576,4630.3515,18902.842,2.1522468937138
0.29437838,4609.1178,18845.574,2.1423771970251
0.29496215,4587.7827,18789.981,2.13246036831306
0.29554707,4566.4262,18734.109,2.12253359260594
0.29613316,4545.9297,18681.765,2.11300655595289
0.29672041,4526.2532,18629.83,2.10386066583976
0.29730882,4507.1177,18581.585,2.09496623948041
0.2978984,4488.9701,18534.908,2.0865310017391
0.29848915,4471.4837,18489.921,2.07840309825656
0.29908107,4454.0202,18446.808,2.07028583898836
0.29967417,4437.9553,18407.107,2.06281866697716
0.30026844,4422.3932,18369.05,2.05558520286873
0.30086389,4407.6195,18332.501,2.04871819721405
0.30146052,4392.5799,18294.739,2.04172759782161
0.30205833,4378.0262,18259.061,2.03496285099471
0.30265733,4362.953,18224.839,2.02795663389039
0.30325752,4348.1059,18191.882,2.02105551097226
0.3038589,4332.9136,18159.34,2.01399393465707
0.30446147,4318.065,18128.292,2.00709211451966
0.30506523,4302.9716,18098.222,2.0000765081957
0.30567019,4289.1872,18070.244,1.99366934189705
0.30627635,4275.9426,18044.73,1.98751308157675
0.30688372,4263.3614,18020.855,1.9816651781035
0.30749228,4251.354,17998.285,1.97608398424563
0.30810206,4239.9546,17975.795,1.97078539660273
0.30871304,4229.2756,17955.523,1.96582166013953
0.30932524,4218.5511,17937.27,1.9608367746915
0.30993865,4208.4261,17919.771,1.95613054454917
0.31055328,4200.3799,17903.727,1.95239056736684
0.31116912,4191.8408,17888.833,1.94842148392898
0.31178619,4183.207,17875.393,1.94440838271389
0.31240448,4174.557,17859.733,1.94038775153057
0.31302399,4165.7924,17844.553,1.93631385279423
